id,text,module,section,page,source_doc,requirement_type,criticality
STRESS-0424,The system shall maintain the lost link state when required to enter lost-link behavior after the lost_link timer expires. Stress scenario page 106 shall preserve traceability for buffer 16.,Communications,Lost Link,106,daily_uav_fms_batch_3,functional,medium
STRESS-0425,The communications function shall retry command acknowledgement within three seconds. Stress scenario page 107 shall preserve traceability for buffer 17.,Communications,Lost Link,107,daily_uav_fms_batch_3,functional,medium
STRESS-0426,The system shall maintain the lost link state when required to retry command acknowledgement within three seconds. Stress scenario page 107 shall preserve traceability for buffer 1.,Communications,Lost Link,107,daily_uav_fms_batch_3,functional,medium
STRESS-0427,The communications function shall queue telemetry packets while the downlink is unavailable. Stress scenario page 107 shall preserve traceability for buffer 2.,Communications,Lost Link,107,daily_uav_fms_batch_3,functional,medium
STRESS-0428,The system shall maintain the lost link state when required to queue telemetry packets while the downlink is unavailable. Stress scenario page 107 shall preserve traceability for buffer 3.,Communications,Lost Link,107,daily_uav_fms_batch_3,functional,medium
STRESS-0429,The communications function shall flush queued telemetry after link recovery. Stress scenario page 108 shall preserve traceability for buffer 4.,Communications,Lost Link,108,daily_uav_fms_batch_3,functional,medium
STRESS-0430,The system shall maintain the lost link state when required to flush queued telemetry after link recovery. Stress scenario page 108 shall preserve traceability for buffer 5.,Communications,Lost Link,108,daily_uav_fms_batch_3,functional,medium
STRESS-0431,The payload control function shall reject payload slew commands that exceed configured motion limits. Stress scenario page 108 shall preserve traceability for buffer 6.,Payload Control,Payload Motion,108,daily_uav_fms_batch_3,functional,medium
STRESS-0432,The system shall maintain the payload motion state when required to reject payload slew commands that exceed configured motion limits. Stress scenario page 108 shall preserve traceability for buffer 7.,Payload Control,Payload Motion,108,daily_uav_fms_batch_3,functional,medium
STRESS-0433,The payload control function shall stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 109 shall preserve traceability for buffer 8.,Payload Control,Payload Motion,109,daily_uav_fms_batch_3,functional,medium
STRESS-0434,The system shall maintain the payload motion state when required to stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 109 shall preserve traceability for buffer 9.,Payload Control,Payload Motion,109,daily_uav_fms_batch_3,functional,medium
STRESS-0435,The payload control function shall publish payload pointing status to telemetry. Stress scenario page 109 shall preserve traceability for buffer 10.,Payload Control,Payload Motion,109,daily_uav_fms_batch_3,functional,medium
STRESS-0436,The system shall maintain the payload motion state when required to publish payload pointing status to telemetry. Stress scenario page 109 shall preserve traceability for buffer 11.,Payload Control,Payload Motion,109,daily_uav_fms_batch_3,functional,medium
STRESS-0437,The payload control function shall hold payload position during automatic mode exit. Stress scenario page 110 shall preserve traceability for buffer 12.,Payload Control,Payload Motion,110,daily_uav_fms_batch_3,functional,medium
STRESS-0438,The system shall maintain the payload motion state when required to hold payload position during automatic mode exit. Stress scenario page 110 shall preserve traceability for buffer 13.,Payload Control,Payload Motion,110,daily_uav_fms_batch_3,functional,medium
STRESS-0439,The payload control function shall log payload constraint violations for maintenance review. Stress scenario page 110 shall preserve traceability for buffer 14.,Payload Control,Payload Motion,110,daily_uav_fms_batch_3,functional,medium
STRESS-0440,The system shall maintain the payload motion state when required to log payload constraint violations for maintenance review. Stress scenario page 110 shall preserve traceability for buffer 15.,Payload Control,Payload Motion,110,daily_uav_fms_batch_3,functional,medium
STRESS-0441,The health monitoring function shall run power-on self-test before enabling mission functions. Stress scenario page 111 shall preserve traceability for buffer 16.,Health Monitoring,Fault Response,111,daily_uav_fms_batch_3,functional,medium
STRESS-0442,The system shall maintain the fault response state when required to run power-on self-test before enabling mission functions. Stress scenario page 111 shall preserve traceability for buffer 17.,Health Monitoring,Fault Response,111,daily_uav_fms_batch_3,functional,medium
STRESS-0443,The health monitoring function shall aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 111 shall preserve traceability for buffer 1.,Health Monitoring,Fault Response,111,daily_uav_fms_batch_3,functional,medium
STRESS-0444,The system shall maintain the fault response state when required to aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 111 shall preserve traceability for buffer 2.,Health Monitoring,Fault Response,111,daily_uav_fms_batch_3,functional,medium
STRESS-0445,The health monitoring function shall raise emergency response when critical health flags are active. Stress scenario page 112 shall preserve traceability for buffer 3.,Health Monitoring,Fault Response,112,daily_uav_fms_batch_3,functional,medium
STRESS-0446,The system shall maintain the fault response state when required to raise emergency response when critical health flags are active. Stress scenario page 112 shall preserve traceability for buffer 4.,Health Monitoring,Fault Response,112,daily_uav_fms_batch_3,functional,medium
STRESS-0447,The health monitoring function shall store health-monitor events in the event log. Stress scenario page 112 shall preserve traceability for buffer 5.,Health Monitoring,Fault Response,112,daily_uav_fms_batch_3,functional,medium
STRESS-0448,The system shall maintain the fault response state when required to store health-monitor events in the event log. Stress scenario page 112 shall preserve traceability for buffer 6.,Health Monitoring,Fault Response,112,daily_uav_fms_batch_3,functional,medium
STRESS-0449,The health monitoring function shall clear transient health flags only after the configured debounce timer. Stress scenario page 113 shall preserve traceability for buffer 7.,Health Monitoring,Fault Response,113,daily_uav_fms_batch_3,functional,medium
STRESS-0450,The system shall maintain the fault response state when required to clear transient health flags only after the configured debounce timer. Stress scenario page 113 shall preserve traceability for buffer 8.,Health Monitoring,Fault Response,113,daily_uav_fms_batch_3,functional,medium
STRESS-0451,The software update function shall verify software update package signature before installation. Stress scenario page 113 shall preserve traceability for buffer 9.,Software Update,Update Safety,113,daily_uav_fms_batch_4,functional,high
STRESS-0452,The system shall maintain the update safety state when required to verify software update package signature before installation. Stress scenario page 113 shall preserve traceability for buffer 10.,Software Update,Update Safety,113,daily_uav_fms_batch_4,functional,high
STRESS-0453,The software update function shall reject update packages with an invalid rollback marker. Stress scenario page 114 shall preserve traceability for buffer 11.,Software Update,Update Safety,114,daily_uav_fms_batch_4,functional,high
STRESS-0454,The system shall maintain the update safety state when required to reject update packages with an invalid rollback marker. Stress scenario page 114 shall preserve traceability for buffer 12.,Software Update,Update Safety,114,daily_uav_fms_batch_4,functional,high
STRESS-0455,The software update function shall preserve the previous software image until post-update self-test passes. Stress scenario page 114 shall preserve traceability for buffer 13.,Software Update,Update Safety,114,daily_uav_fms_batch_4,functional,high
STRESS-0456,The system shall maintain the update safety state when required to preserve the previous software image until post-update self-test passes. Stress scenario page 114 shall preserve traceability for buffer 14.,Software Update,Update Safety,114,daily_uav_fms_batch_4,functional,high
STRESS-0457,The software update function shall block mission launch while update installation is in progress. Stress scenario page 115 shall preserve traceability for buffer 15.,Software Update,Update Safety,115,daily_uav_fms_batch_4,functional,high
STRESS-0458,The system shall maintain the update safety state when required to block mission launch while update installation is in progress. Stress scenario page 115 shall preserve traceability for buffer 16.,Software Update,Update Safety,115,daily_uav_fms_batch_4,functional,high
STRESS-0459,The software update function shall record software update result in the maintenance log. Stress scenario page 115 shall preserve traceability for buffer 17.,Software Update,Update Safety,115,daily_uav_fms_batch_4,functional,high
STRESS-0460,The system shall maintain the update safety state when required to record software update result in the maintenance log. Stress scenario page 115 shall preserve traceability for buffer 1.,Software Update,Update Safety,115,daily_uav_fms_batch_4,functional,high
STRESS-0461,The telemetry function shall generate telemetry frames containing navigation guidance power and health data. Stress scenario page 116 shall preserve traceability for buffer 2.,Telemetry,Reporting,116,daily_uav_fms_batch_4,functional,medium
STRESS-0462,The system shall maintain the reporting state when required to generate telemetry frames containing navigation guidance power and health data. Stress scenario page 116 shall preserve traceability for buffer 3.,Telemetry,Reporting,116,daily_uav_fms_batch_4,functional,medium
STRESS-0463,The telemetry function shall tag telemetry frames with source timestamp and sequence number. Stress scenario page 116 shall preserve traceability for buffer 4.,Telemetry,Reporting,116,daily_uav_fms_batch_4,functional,medium
STRESS-0464,The system shall maintain the reporting state when required to tag telemetry frames with source timestamp and sequence number. Stress scenario page 116 shall preserve traceability for buffer 5.,Telemetry,Reporting,116,daily_uav_fms_batch_4,functional,medium
STRESS-0465,The telemetry function shall drop telemetry frames that exceed the configured payload size. Stress scenario page 117 shall preserve traceability for buffer 6.,Telemetry,Reporting,117,daily_uav_fms_batch_4,functional,medium
STRESS-0466,The system shall maintain the reporting state when required to drop telemetry frames that exceed the configured payload size. Stress scenario page 117 shall preserve traceability for buffer 7.,Telemetry,Reporting,117,daily_uav_fms_batch_4,functional,medium
STRESS-0467,The telemetry function shall publish emergency telemetry immediately after emergency response entry. Stress scenario page 117 shall preserve traceability for buffer 8.,Telemetry,Reporting,117,daily_uav_fms_batch_4,functional,medium
STRESS-0468,The system shall maintain the reporting state when required to publish emergency telemetry immediately after emergency response entry. Stress scenario page 117 shall preserve traceability for buffer 9.,Telemetry,Reporting,117,daily_uav_fms_batch_4,functional,medium
STRESS-0469,The telemetry function shall report active control mode and mission phase to the ground station. Stress scenario page 118 shall preserve traceability for buffer 10.,Telemetry,Reporting,118,daily_uav_fms_batch_4,functional,medium
STRESS-0470,The system shall maintain the reporting state when required to report active control mode and mission phase to the ground station. Stress scenario page 118 shall preserve traceability for buffer 11.,Telemetry,Reporting,118,daily_uav_fms_batch_4,functional,medium
STRESS-0471,The fms function shall compute LNAV path transitions from active flight-plan legs. Stress scenario page 118 shall preserve traceability for buffer 12.,FMS,LNAV VNAV Fuel Displays,118,daily_uav_fms_batch_4,functional,medium
STRESS-0472,The system shall maintain the lnav vnav fuel displays state when required to compute LNAV path transitions from active flight-plan legs. Stress scenario page 118 shall preserve traceability for buffer 13.,FMS,LNAV VNAV Fuel Displays,118,daily_uav_fms_batch_4,functional,medium
STRESS-0473,The fms function shall compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 119 shall preserve traceability for buffer 14.,FMS,LNAV VNAV Fuel Displays,119,daily_uav_fms_batch_4,functional,medium
STRESS-0474,The system shall maintain the lnav vnav fuel displays state when required to compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 119 shall preserve traceability for buffer 15.,FMS,LNAV VNAV Fuel Displays,119,daily_uav_fms_batch_4,functional,medium
STRESS-0475,The fms function shall integrate fuel remaining with predicted time to destination. Stress scenario page 119 shall preserve traceability for buffer 16.,FMS,LNAV VNAV Fuel Displays,119,daily_uav_fms_batch_4,functional,medium
STRESS-0476,The system shall maintain the lnav vnav fuel displays state when required to integrate fuel remaining with predicted time to destination. Stress scenario page 119 shall preserve traceability for buffer 17.,FMS,LNAV VNAV Fuel Displays,119,daily_uav_fms_batch_4,functional,medium
STRESS-0477,The fms function shall display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 120 shall preserve traceability for buffer 1.,FMS,LNAV VNAV Fuel Displays,120,daily_uav_fms_batch_4,functional,medium
STRESS-0478,The system shall maintain the lnav vnav fuel displays state when required to display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 120 shall preserve traceability for buffer 2.,FMS,LNAV VNAV Fuel Displays,120,daily_uav_fms_batch_4,functional,medium
STRESS-0479,The fms function shall record flight-plan edits in the maintenance log. Stress scenario page 120 shall preserve traceability for buffer 3.,FMS,LNAV VNAV Fuel Displays,120,daily_uav_fms_batch_4,functional,medium
STRESS-0480,The system shall maintain the lnav vnav fuel displays state when required to record flight-plan edits in the maintenance log. Stress scenario page 120 shall preserve traceability for buffer 4.,FMS,LNAV VNAV Fuel Displays,120,daily_uav_fms_batch_4,functional,medium
STRESS-0481,The command authentication function shall authenticate uplink commands before execution. Stress scenario page 121 shall preserve traceability for buffer 5.,Command Authentication,Command Security,121,daily_uav_fms_batch_4,functional,high
STRESS-0482,The system shall maintain the command security state when required to authenticate uplink commands before execution. Stress scenario page 121 shall preserve traceability for buffer 6.,Command Authentication,Command Security,121,daily_uav_fms_batch_4,functional,high
STRESS-0483,The command authentication function shall reject commands with stale sequence counters. Stress scenario page 121 shall preserve traceability for buffer 7.,Command Authentication,Command Security,121,daily_uav_fms_batch_4,functional,high
STRESS-0484,The system shall maintain the command security state when required to reject commands with stale sequence counters. Stress scenario page 121 shall preserve traceability for buffer 8.,Command Authentication,Command Security,121,daily_uav_fms_batch_4,functional,high
STRESS-0485,The command authentication function shall log operator identity for every accepted command. Stress scenario page 122 shall preserve traceability for buffer 9.,Command Authentication,Command Security,122,daily_uav_fms_batch_4,functional,high
STRESS-0486,The system shall maintain the command security state when required to log operator identity for every accepted command. Stress scenario page 122 shall preserve traceability for buffer 10.,Command Authentication,Command Security,122,daily_uav_fms_batch_4,functional,high
STRESS-0487,The command authentication function shall validate command freshness against the configured command timer. Stress scenario page 122 shall preserve traceability for buffer 11.,Command Authentication,Command Security,122,daily_uav_fms_batch_4,functional,high
STRESS-0488,The system shall maintain the command security state when required to validate command freshness against the configured command timer. Stress scenario page 122 shall preserve traceability for buffer 12.,Command Authentication,Command Security,122,daily_uav_fms_batch_4,functional,high
STRESS-0489,The command authentication function shall isolate command buffers after authentication failure. Stress scenario page 123 shall preserve traceability for buffer 13.,Command Authentication,Command Security,123,daily_uav_fms_batch_4,functional,high
STRESS-0490,The system shall maintain the command security state when required to isolate command buffers after authentication failure. Stress scenario page 123 shall preserve traceability for buffer 14.,Command Authentication,Command Security,123,daily_uav_fms_batch_4,functional,high
STRESS-0491,The mission management function shall validate uploaded waypoints before storing the mission plan. Stress scenario page 123 shall preserve traceability for buffer 15.,Mission Management,Mission Upload,123,daily_uav_fms_batch_4,functional,medium
STRESS-0492,The system shall maintain the mission upload state when required to validate uploaded waypoints before storing the mission plan. Stress scenario page 123 shall preserve traceability for buffer 16.,Mission Management,Mission Upload,123,daily_uav_fms_batch_4,functional,medium
STRESS-0493,The mission management function shall reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 124 shall preserve traceability for buffer 17.,Mission Management,Mission Upload,124,daily_uav_fms_batch_4,functional,medium
STRESS-0494,The system shall maintain the mission upload state when required to reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 124 shall preserve traceability for buffer 1.,Mission Management,Mission Upload,124,daily_uav_fms_batch_4,functional,medium
STRESS-0495,The mission management function shall preserve the active mission until the new mission passes validation. Stress scenario page 124 shall preserve traceability for buffer 2.,Mission Management,Mission Upload,124,daily_uav_fms_batch_4,functional,medium
STRESS-0496,The system shall maintain the mission upload state when required to preserve the active mission until the new mission passes validation. Stress scenario page 124 shall preserve traceability for buffer 3.,Mission Management,Mission Upload,124,daily_uav_fms_batch_4,functional,medium
STRESS-0497,The mission management function shall set the mission_ready flag after all waypoints are verified. Stress scenario page 125 shall preserve traceability for buffer 4.,Mission Management,Mission Upload,125,daily_uav_fms_batch_4,functional,medium
STRESS-0498,The system shall maintain the mission upload state when required to set the mission_ready flag after all waypoints are verified. Stress scenario page 125 shall preserve traceability for buffer 5.,Mission Management,Mission Upload,125,daily_uav_fms_batch_4,functional,medium
STRESS-0499,The mission management function shall clear the upload buffer after a failed mission transfer. Stress scenario page 125 shall preserve traceability for buffer 6.,Mission Management,Mission Upload,125,daily_uav_fms_batch_4,functional,medium
STRESS-0500,The system shall maintain the mission upload state when required to clear the upload buffer after a failed mission transfer. Stress scenario page 125 shall preserve traceability for buffer 7.,Mission Management,Mission Upload,125,daily_uav_fms_batch_4,functional,medium
STRESS-0501,The navigation function shall compute navigation state from GPS and inertial reference data. Stress scenario page 126 shall preserve traceability for buffer 8.,Navigation,Sensor Fusion,126,daily_uav_fms_batch_4,functional,medium
STRESS-0502,The system shall maintain the sensor fusion state when required to compute navigation state from GPS and inertial reference data. Stress scenario page 126 shall preserve traceability for buffer 9.,Navigation,Sensor Fusion,126,daily_uav_fms_batch_4,functional,medium
STRESS-0503,The navigation function shall enter inertial fallback when GPS validity is lost. Stress scenario page 126 shall preserve traceability for buffer 10.,Navigation,Sensor Fusion,126,daily_uav_fms_batch_4,functional,medium
STRESS-0504,The system shall maintain the sensor fusion state when required to enter inertial fallback when GPS validity is lost. Stress scenario page 126 shall preserve traceability for buffer 11.,Navigation,Sensor Fusion,126,daily_uav_fms_batch_4,functional,medium
STRESS-0505,The navigation function shall raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 127 shall preserve traceability for buffer 12.,Navigation,Sensor Fusion,127,daily_uav_fms_batch_4,functional,medium
STRESS-0506,The system shall maintain the sensor fusion state when required to raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 127 shall preserve traceability for buffer 13.,Navigation,Sensor Fusion,127,daily_uav_fms_batch_4,functional,medium
STRESS-0507,The navigation function shall publish the selected navigation source to guidance. Stress scenario page 127 shall preserve traceability for buffer 14.,Navigation,Sensor Fusion,127,daily_uav_fms_batch_4,functional,medium
STRESS-0508,The system shall maintain the sensor fusion state when required to publish the selected navigation source to guidance. Stress scenario page 127 shall preserve traceability for buffer 15.,Navigation,Sensor Fusion,127,daily_uav_fms_batch_4,functional,medium
STRESS-0509,The navigation function shall restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 128 shall preserve traceability for buffer 16.,Navigation,Sensor Fusion,128,daily_uav_fms_batch_4,functional,medium
STRESS-0510,The system shall maintain the sensor fusion state when required to restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 128 shall preserve traceability for buffer 17.,Navigation,Sensor Fusion,128,daily_uav_fms_batch_4,functional,medium
STRESS-0511,The guidance function shall select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 128 shall preserve traceability for buffer 1.,Guidance,Waypoint Guidance,128,daily_uav_fms_batch_4,functional,medium
STRESS-0512,The system shall maintain the waypoint guidance state when required to select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 128 shall preserve traceability for buffer 2.,Guidance,Waypoint Guidance,128,daily_uav_fms_batch_4,functional,medium
STRESS-0513,The guidance function shall compute lateral guidance commands from current track and desired path. Stress scenario page 129 shall preserve traceability for buffer 3.,Guidance,Waypoint Guidance,129,daily_uav_fms_batch_4,functional,medium
STRESS-0514,The system shall maintain the waypoint guidance state when required to compute lateral guidance commands from current track and desired path. Stress scenario page 129 shall preserve traceability for buffer 4.,Guidance,Waypoint Guidance,129,daily_uav_fms_batch_4,functional,medium
STRESS-0515,The guidance function shall compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 129 shall preserve traceability for buffer 5.,Guidance,Waypoint Guidance,129,daily_uav_fms_batch_4,functional,medium
STRESS-0516,The system shall maintain the waypoint guidance state when required to compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 129 shall preserve traceability for buffer 6.,Guidance,Waypoint Guidance,129,daily_uav_fms_batch_4,functional,medium
STRESS-0517,The guidance function shall hold the active waypoint when navigation validity is degraded. Stress scenario page 130 shall preserve traceability for buffer 7.,Guidance,Waypoint Guidance,130,daily_uav_fms_batch_4,functional,medium
STRESS-0518,The system shall maintain the waypoint guidance state when required to hold the active waypoint when navigation validity is degraded. Stress scenario page 130 shall preserve traceability for buffer 8.,Guidance,Waypoint Guidance,130,daily_uav_fms_batch_4,functional,medium
STRESS-0519,The guidance function shall output guidance mode status to telemetry. Stress scenario page 130 shall preserve traceability for buffer 9.,Guidance,Waypoint Guidance,130,daily_uav_fms_batch_4,functional,medium
STRESS-0520,The system shall maintain the waypoint guidance state when required to output guidance mode status to telemetry. Stress scenario page 130 shall preserve traceability for buffer 10.,Guidance,Waypoint Guidance,130,daily_uav_fms_batch_4,functional,medium
STRESS-0521,The flight control function shall allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 131 shall preserve traceability for buffer 11.,Flight Control,Automatic Mode,131,daily_uav_fms_batch_4,functional,high
STRESS-0522,The system shall maintain the automatic mode state when required to allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 131 shall preserve traceability for buffer 12.,Flight Control,Automatic Mode,131,daily_uav_fms_batch_4,functional,high
STRESS-0523,The flight control function shall exit automatic mode when pilot override is detected. Stress scenario page 131 shall preserve traceability for buffer 13.,Flight Control,Automatic Mode,131,daily_uav_fms_batch_4,functional,high
STRESS-0524,The system shall maintain the automatic mode state when required to exit automatic mode when pilot override is detected. Stress scenario page 131 shall preserve traceability for buffer 14.,Flight Control,Automatic Mode,131,daily_uav_fms_batch_4,functional,high
STRESS-0525,The flight control function shall limit lateral control command rate to the configured bound. Stress scenario page 132 shall preserve traceability for buffer 15.,Flight Control,Automatic Mode,132,daily_uav_fms_batch_4,functional,high
STRESS-0526,The system shall maintain the automatic mode state when required to limit lateral control command rate to the configured bound. Stress scenario page 132 shall preserve traceability for buffer 16.,Flight Control,Automatic Mode,132,daily_uav_fms_batch_4,functional,high
STRESS-0527,The flight control function shall limit vertical control command rate to the configured bound. Stress scenario page 132 shall preserve traceability for buffer 17.,Flight Control,Automatic Mode,132,daily_uav_fms_batch_4,functional,high
STRESS-0528,The system shall maintain the automatic mode state when required to limit vertical control command rate to the configured bound. Stress scenario page 132 shall preserve traceability for buffer 1.,Flight Control,Automatic Mode,132,daily_uav_fms_batch_4,functional,high
STRESS-0529,The flight control function shall inhibit arming when any flight-control self-test fails. Stress scenario page 133 shall preserve traceability for buffer 2.,Flight Control,Automatic Mode,133,daily_uav_fms_batch_4,functional,high
STRESS-0530,The system shall maintain the automatic mode state when required to inhibit arming when any flight-control self-test fails. Stress scenario page 133 shall preserve traceability for buffer 3.,Flight Control,Automatic Mode,133,daily_uav_fms_batch_4,functional,high
STRESS-0531,The power management function shall estimate remaining battery capacity from voltage current and temperature. Stress scenario page 133 shall preserve traceability for buffer 4.,Power Management,Battery Readiness,133,daily_uav_fms_batch_4,functional,high
STRESS-0532,The system shall maintain the battery readiness state when required to estimate remaining battery capacity from voltage current and temperature. Stress scenario page 133 shall preserve traceability for buffer 5.,Power Management,Battery Readiness,133,daily_uav_fms_batch_4,functional,high
STRESS-0533,The power management function shall inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 134 shall preserve traceability for buffer 6.,Power Management,Battery Readiness,134,daily_uav_fms_batch_4,functional,high
STRESS-0534,The system shall maintain the battery readiness state when required to inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 134 shall preserve traceability for buffer 7.,Power Management,Battery Readiness,134,daily_uav_fms_batch_4,functional,high
STRESS-0535,The power management function shall inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 134 shall preserve traceability for buffer 8.,Power Management,Battery Readiness,134,daily_uav_fms_batch_4,functional,high
STRESS-0536,The system shall maintain the battery readiness state when required to inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 134 shall preserve traceability for buffer 9.,Power Management,Battery Readiness,134,daily_uav_fms_batch_4,functional,high
STRESS-0537,The power management function shall publish battery readiness status to mission management. Stress scenario page 135 shall preserve traceability for buffer 10.,Power Management,Battery Readiness,135,daily_uav_fms_batch_4,functional,high
STRESS-0538,The system shall maintain the battery readiness state when required to publish battery readiness status to mission management. Stress scenario page 135 shall preserve traceability for buffer 11.,Power Management,Battery Readiness,135,daily_uav_fms_batch_4,functional,high
STRESS-0539,The power management function shall record battery health trend data for maintenance. Stress scenario page 135 shall preserve traceability for buffer 12.,Power Management,Battery Readiness,135,daily_uav_fms_batch_4,functional,high
STRESS-0540,The system shall maintain the battery readiness state when required to record battery health trend data for maintenance. Stress scenario page 135 shall preserve traceability for buffer 13.,Power Management,Battery Readiness,135,daily_uav_fms_batch_4,functional,high
STRESS-0541,The communications function shall detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 136 shall preserve traceability for buffer 14.,Communications,Lost Link,136,daily_uav_fms_batch_4,functional,medium
STRESS-0542,The system shall maintain the lost link state when required to detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 136 shall preserve traceability for buffer 15.,Communications,Lost Link,136,daily_uav_fms_batch_4,functional,medium
STRESS-0543,The communications function shall enter lost-link behavior after the lost_link timer expires. Stress scenario page 136 shall preserve traceability for buffer 16.,Communications,Lost Link,136,daily_uav_fms_batch_4,functional,medium
STRESS-0544,The system shall maintain the lost link state when required to enter lost-link behavior after the lost_link timer expires. Stress scenario page 136 shall preserve traceability for buffer 17.,Communications,Lost Link,136,daily_uav_fms_batch_4,functional,medium
STRESS-0545,The communications function shall retry command acknowledgement within three seconds. Stress scenario page 137 shall preserve traceability for buffer 1.,Communications,Lost Link,137,daily_uav_fms_batch_4,functional,medium
STRESS-0546,The system shall maintain the lost link state when required to retry command acknowledgement within three seconds. Stress scenario page 137 shall preserve traceability for buffer 2.,Communications,Lost Link,137,daily_uav_fms_batch_4,functional,medium
STRESS-0547,The communications function shall queue telemetry packets while the downlink is unavailable. Stress scenario page 137 shall preserve traceability for buffer 3.,Communications,Lost Link,137,daily_uav_fms_batch_4,functional,medium
STRESS-0548,The system shall maintain the lost link state when required to queue telemetry packets while the downlink is unavailable. Stress scenario page 137 shall preserve traceability for buffer 4.,Communications,Lost Link,137,daily_uav_fms_batch_4,functional,medium
STRESS-0549,The communications function shall flush queued telemetry after link recovery. Stress scenario page 138 shall preserve traceability for buffer 5.,Communications,Lost Link,138,daily_uav_fms_batch_4,functional,medium
STRESS-0550,The system shall maintain the lost link state when required to flush queued telemetry after link recovery. Stress scenario page 138 shall preserve traceability for buffer 6.,Communications,Lost Link,138,daily_uav_fms_batch_4,functional,medium
STRESS-0551,The payload control function shall reject payload slew commands that exceed configured motion limits. Stress scenario page 138 shall preserve traceability for buffer 7.,Payload Control,Payload Motion,138,daily_uav_fms_batch_4,functional,medium
STRESS-0552,The system shall maintain the payload motion state when required to reject payload slew commands that exceed configured motion limits. Stress scenario page 138 shall preserve traceability for buffer 8.,Payload Control,Payload Motion,138,daily_uav_fms_batch_4,functional,medium
STRESS-0553,The payload control function shall stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 139 shall preserve traceability for buffer 9.,Payload Control,Payload Motion,139,daily_uav_fms_batch_4,functional,medium
STRESS-0554,The system shall maintain the payload motion state when required to stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 139 shall preserve traceability for buffer 10.,Payload Control,Payload Motion,139,daily_uav_fms_batch_4,functional,medium
STRESS-0555,The payload control function shall publish payload pointing status to telemetry. Stress scenario page 139 shall preserve traceability for buffer 11.,Payload Control,Payload Motion,139,daily_uav_fms_batch_4,functional,medium
STRESS-0556,The system shall maintain the payload motion state when required to publish payload pointing status to telemetry. Stress scenario page 139 shall preserve traceability for buffer 12.,Payload Control,Payload Motion,139,daily_uav_fms_batch_4,functional,medium
STRESS-0557,The payload control function shall hold payload position during automatic mode exit. Stress scenario page 140 shall preserve traceability for buffer 13.,Payload Control,Payload Motion,140,daily_uav_fms_batch_4,functional,medium
STRESS-0558,The system shall maintain the payload motion state when required to hold payload position during automatic mode exit. Stress scenario page 140 shall preserve traceability for buffer 14.,Payload Control,Payload Motion,140,daily_uav_fms_batch_4,functional,medium
STRESS-0559,The payload control function shall log payload constraint violations for maintenance review. Stress scenario page 140 shall preserve traceability for buffer 15.,Payload Control,Payload Motion,140,daily_uav_fms_batch_4,functional,medium
STRESS-0560,The system shall maintain the payload motion state when required to log payload constraint violations for maintenance review. Stress scenario page 140 shall preserve traceability for buffer 16.,Payload Control,Payload Motion,140,daily_uav_fms_batch_4,functional,medium
STRESS-0561,The health monitoring function shall run power-on self-test before enabling mission functions. Stress scenario page 141 shall preserve traceability for buffer 17.,Health Monitoring,Fault Response,141,daily_uav_fms_batch_4,functional,medium
STRESS-0562,The system shall maintain the fault response state when required to run power-on self-test before enabling mission functions. Stress scenario page 141 shall preserve traceability for buffer 1.,Health Monitoring,Fault Response,141,daily_uav_fms_batch_4,functional,medium
STRESS-0563,The health monitoring function shall aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 141 shall preserve traceability for buffer 2.,Health Monitoring,Fault Response,141,daily_uav_fms_batch_4,functional,medium
STRESS-0564,The system shall maintain the fault response state when required to aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 141 shall preserve traceability for buffer 3.,Health Monitoring,Fault Response,141,daily_uav_fms_batch_4,functional,medium
STRESS-0565,The health monitoring function shall raise emergency response when critical health flags are active. Stress scenario page 142 shall preserve traceability for buffer 4.,Health Monitoring,Fault Response,142,daily_uav_fms_batch_4,functional,medium
